Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Country,Currency,Market Currency,FX Rate
"CLNX","CELLNEX TELECOM SA","Equity","0.23","20.47","14,442.00","295,586.87","295,586.87","Telecommunications","BX90C05","ES0105066007","Bolsa De Madrid","Spain","USD","EUR","0.88"
"INXN","INTERXION HOLDING NV","Equity","0.23","44.27","6,636.00","293,775.72","293,775.72","Information Technology","B66QLT9","NL0009693779","New York Stock Exchange Inc.","Netherlands","USD","USD","1.00"
"WG.","WOOD GROUP (JOHN) PLC","Equity","0.23","8.10","36,039.00","291,890.20","291,890.20","Energy","B5N0P84","GB00B5N0P849","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"PAYS","PAYSAFE GROUP PLC","Equity","0.23","6.62","43,475.00","287,941.78","287,941.78","Information Technology","3426454","GB0034264548","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"AMEAS","AMER SPORTS","Equity","0.23","25.61","11,203.00","286,856.71","286,856.71","Consumer Discretionary","4024006","FI0009000285","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.88"
"DUE","DUERR AG","Equity","0.23","116.79","2,453.00","286,491.56","286,491.56","Industrials","5119901","DE0005565204","Xetra","Germany","USD","EUR","0.88"
"AGK","AGGREKO PLC","Equity","0.23","11.76","24,220.00","284,760.30","284,760.30","Industrials","BK1PTB7","GB00BK1PTB77","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"SAGA","SAGA PLC","Equity","0.23","2.68","106,076.00","283,770.28","283,770.28","Financials","BLT1Y08","GB00BLT1Y088","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"SHB","SHAFTESBURY PLC","Equity","0.22","12.59","22,461.00","282,692.84","282,692.84","Real Estate","0799096","GB0007990962","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"CBG","CLOSE BROTHERS GROUP PLC","Equity","0.22","19.55","14,321.00","280,007.56","280,007.56","Financials","0766807","GB0007668071","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"SSPG","SSP GROUP PLC","Equity","0.22","6.19","44,973.00","278,588.05","278,588.05","Consumer Discretionary","BNGWY42","GB00BNGWY422","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"HAS","HAYS PLC","Equity","0.22","2.14","129,600.00","277,561.97","277,561.97","Industrials","0416102","GB0004161021","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"ENX","EURONEXT NV","Equity","0.22","52.04","5,331.00","277,412.41","277,412.41","Financials","BNBNSG0","NL0006294274","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"ARYN","ARYZTA AG","Equity","0.22","31.91","8,669.00","276,648.19","276,648.19","Consumer Staples","B39VJC9","CH0043238366","Six Swiss Exchange Ag","Switzerland","USD","CHF","0.96"
"INDV","INDIVIOR PLC","Equity","0.22","4.03","68,145.00","274,948.22","274,948.22","Health Care","BRS65X6","GB00BRS65X63","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"IWG","IWG","Equity","0.22","4.20","65,360.00","274,459.62","274,459.62","Industrials","BYVQYS0","JE00BYVQYS01","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"JUP","JUPITER FUND MANAGEMENT PLC","Equity","0.22","6.57","41,658.00","273,749.87","273,749.87","Financials","B53P200","GB00B53P2009","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"CAPC","CAPITAL & COUNTIES PROPERTIES PLC","Equity","0.22","3.78","71,971.00","272,119.62","272,119.62","Real Estate","B62G9D3","GB00B62G9D36","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"MTRO","METRO BANK PLC","Equity","0.22","47.61","5,705.00","271,624.37","271,624.37","Financials","BZ6STL6","GB00BZ6STL67","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"BWO","BUWOG AG","Equity","0.21","28.29","9,558.00","270,354.15","270,354.15","Real Estate","BLMP1D9","AT00BUWOG001","Wiener Boerse Ag","Austria","USD","EUR","0.88"
"BILL","BILLERUD KORSNAS","Equity","0.21","16.19","16,694.00","270,276.19","270,276.19","Materials","7240371","SE0000862997","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"ONTEX","ONTEX GROUP NV","Equity","0.21","34.65","7,794.00","270,061.39","270,061.39","Consumer Staples","BNBNNH6","BE0974276082","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.88"
"WMH","WILLIAM HILL PLC","Equity","0.21","3.29","81,259.00","267,043.83","267,043.83","Consumer Discretionary","3169889","GB0031698896","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"TLW","TULLOW OIL PLC","Equity","0.21","2.03","130,576.00","265,618.92","265,618.92","Energy","0150080","GB0001500809","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"IMCD","IMCD GROUP","Equity","0.21","53.25","4,969.00","264,610.58","264,610.58","Industrials","BNCBD46","NL0010801007","Nyse Euronext - Euronext Amsterdam","Netherlands","USD","EUR","0.88"
"SYDB","SYDBANK","Equity","0.21","38.54","6,852.00","264,094.23","264,094.23","Financials","B06JSP1","DK0010311471","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.52"
"KCR","KONECRANES","Equity","0.21","42.17","6,247.00","263,411.84","263,411.84","Industrials","B11WFP1","FI0009005870","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.88"
"GVC","GVC HOLDINGS PLC","Equity","0.21","9.94","26,426.00","262,791.98","262,791.98","Consumer Discretionary","B5VQMV6","IM00B5VQMV65","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"ASM","ASM INTERNATIONAL N.V.","Equity","0.21","58.02","4,510.00","261,669.20","261,669.20","Information Technology","5165294","NL0000334118","Nyse Euronext - Euronext Amsterdam","Netherlands","USD","EUR","0.88"
"SBMO","SBM OFFSHORE NV","Equity","0.21","16.16","16,070.00","259,716.81","259,716.81","Energy","B156T57","NL0000360618","Nyse Euronext - Euronext Amsterdam","Netherlands","USD","EUR","0.88"
"BRSN","BERENDSEN PLC","Equity","0.21","15.89","16,334.00","259,511.48","259,511.48","Industrials","B0F9971","GB00B0F99717","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"NETS","NETS","Equity","0.21","22.75","11,362.00","258,431.24","258,431.24","Information Technology","BD2BMF0","DK0060745370","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.52"
"CMBN","CEMBRA MONEY BANK AG","Equity","0.20","93.67","2,751.00","257,687.52","257,687.52","Financials","BFSSBH4","CH0225173167","Swiss Exchange","Switzerland","USD","CHF","0.96"
"NDA","AURUBIS AG","Equity","0.20","80.03","3,193.00","255,543.43","255,543.43","Materials","5485527","DE0006766504","Xetra","Germany","USD","EUR","0.88"
"DOKA","DORMAKABA HOLDING AG","Equity","0.20","853.63","299.00","255,234.44","255,234.44","Industrials","7050417","CH0011795959","Swiss Exchange","Switzerland","USD","CHF","0.96"
"BCP","BANCO COMERCIAL PORTUGUES SA","Equity","0.20","0.27","929,533.00","254,973.02","254,973.02","Financials","BZCNN35","PTBCP0AM0015","Nyse Euronext - Euronext Lisbon","Portugal","USD","EUR","0.88"
"UDG","UDG HEALTHCARE COMPANY PLC","Equity","0.20","10.86","23,447.00","254,723.32","254,723.32","Health Care","3302480","IE0033024807","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"OERL","OC OERLIKON AG","Equity","0.20","13.19","19,237.00","253,709.85","253,709.85","Industrials","4612757","CH0000816824","Swiss Exchange","Switzerland","USD","CHF","0.96"
"DRI","DRILLISCH AG","Equity","0.20","59.78","4,230.00","252,853.43","252,853.43","Telecommunications","5734672","DE0005545503","Xetra","Germany","USD","EUR","0.88"
"ROR","ROTORK PLC","Equity","0.20","3.07","82,362.00","252,752.05","252,752.05","Industrials","BVFNZH2","GB00BVFNZH21","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"IGG","IG GROUP HOLDINGS PLC","Equity","0.20","7.18","35,077.00","251,850.87","251,850.87","Financials","B06QFB7","GB00B06QFB75","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"NXG","NEX GROUP PLC","Equity","0.20","8.17","30,725.00","251,038.72","251,038.72","Financials","BZ02MH1","GB00BZ02MH16","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"GNK","GREENE KING PLC","Equity","0.20","8.57","29,293.00","250,907.22","250,907.22","Consumer Discretionary","B0HZP13","GB00B0HZP136","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"WIE","WIENERBERGER AG","Equity","0.20","22.50","11,149.00","250,822.94","250,822.94","Materials","5699373","AT0000831706","Wiener Boerse Ag","Austria","USD","EUR","0.88"
"SRCG","SUNRISE COMMUNICATIONS GROUP AG","Equity","0.20","77.47","3,187.00","246,897.76","246,897.76","Telecommunications","BVSS671","CH0267291224","Swiss Exchange","Switzerland","USD","CHF","0.96"
"HSV","HOMESERVE PLC","Equity","0.20","9.35","26,405.00","246,855.51","246,855.51","Industrials","BYYTFB6","GB00BYYTFB60","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"DOM","DOMETIC GROUPINARY SHARES","Equity","0.20","8.81","27,930.00","245,926.40","245,926.40","Consumer Discretionary","BYSXJB2","SE0007691613","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"OUT1V","OUTOKUMPU","Equity","0.19","8.30","29,466.00","244,662.21","244,662.21","Materials","4665148","FI0009002422","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.88"
"BPE","BPER BANCA","Equity","0.19","5.36","45,484.00","243,924.60","243,924.60","Financials","4116099","IT0000066123","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"BBOX","TRITAX BIG BOX REIT PLC","Equity","0.19","1.87","130,164.00","243,544.43","243,544.43","Real Estate","BG49KP9","GB00BG49KP99","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"A2A","A2A SPA","Equity","0.19","1.64","148,499.00","242,877.35","242,877.35","Utilities","5499131","IT0001233417","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"HPOL B","HEXPOL AB","Equity","0.19","10.36","23,395.00","242,404.39","242,404.39","Materials","BXBZB01","SE0007074281","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"COL","INMOBILIARIA COLONIAL SA","Equity","0.19","8.43","28,423.00","239,567.93","239,567.93","Real Estate","BD0PJ08","ES0139140174","Bolsa De Madrid","Spain","USD","EUR","0.88"
"MONY","MONEYSUPERMARKET.COM GROUP PLC","Equity","0.19","4.61","51,892.00","239,473.56","239,473.56","Information Technology","B1ZBKY8","GB00B1ZBKY84","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"GPOR","GREAT PORTLAND ESTATES REIT PLC","Equity","0.19","7.70","30,846.00","237,648.61","237,648.61","Real Estate","BZ0XJR3","GB00BZ0XJR39","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"VALMT","VALMET","Equity","0.19","19.65","12,057.00","236,940.26","236,940.26","Industrials","BH6XZT5","FI4000074984","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.88"
"GXI","GERRESHEIMER AG","Equity","0.19","79.90","2,958.00","236,330.97","236,330.97","Health Care","B1Y47Y7","DE000A0LD6E6","Xetra","Germany","USD","EUR","0.88"
"FABG","FABEGE AB","Equity","0.19","18.91","12,474.00","235,908.61","235,908.61","Real Estate","B1Y4VX4","SE0000950636","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"LOOM B","LOOMIS","Equity","0.19","34.64","6,792.00","235,278.19","235,278.19","Industrials","B3K7KL2","SE0002683557","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"ANA","ACCIONA SA","Equity","0.19","84.31","2,775.00","233,958.74","233,958.74","Utilities","5579107","ES0125220311","Bolsa De Madrid","Spain","USD","EUR","0.88"
"IJ","INTRUM JUSTITIA","Equity","0.18","34.12","6,834.00","233,174.42","233,174.42","Industrials","7371431","SE0000936478","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"COFB","COFINIMMO REIT SA","Equity","0.18","121.13","1,923.00","232,926.09","232,926.09","Real Estate","4177988","BE0003593044","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.88"
"SMWH","WH SMITH PLC","Equity","0.18","21.97","10,579.00","232,458.76","232,458.76","Consumer Discretionary","B2PDGW1","GB00B2PDGW16","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"JM","JM","Equity","0.18","35.27","6,567.00","231,603.20","231,603.20","Consumer Discretionary","B142FZ8","SE0000806994","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"SPIE","SPIE SA","Equity","0.18","28.96","7,972.00","230,857.68","230,857.68","Industrials","BYZFYS3","FR0012757854","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"ALLN","ALLREAL HOLDING AG","Equity","0.18","179.66","1,283.00","230,498.99","230,498.99","Real Estate","5914270","CH0008837566","Swiss Exchange","Switzerland","USD","CHF","0.96"
"IG","ITALGAS","Equity","0.18","5.01","45,824.00","229,755.02","229,755.02","Utilities","BD2Z8S7","IT0005211237","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"SOBI","SWEDISH ORPHAN BIOVITRUM","Equity","0.18","15.01","15,286.00","229,389.95","229,389.95","Health Care","B1CC9H0","SE0000872095","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"BALD B","FASTIGHETS BALDER B","Equity","0.18","24.04","9,533.00","229,139.94","229,139.94","Real Estate","B0LC9F2","SE0000455057","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"CGCBV","CARGOTEC OYJ","Equity","0.18","62.67","3,649.00","228,694.59","228,694.59","Industrials","B09M9L0","FI0009013429","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.88"
"BVIC","BRITVIC PLC","Equity","0.18","9.16","24,929.00","228,376.16","228,376.16","Consumer Staples","B0N8QD5","GB00B0N8QD54","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"DMGT","DAILY MAIL AND GENERAL TRUST NON V","Equity","0.18","8.42","27,106.00","228,138.33","228,138.33","Consumer Discretionary","0945736","GB0009457366","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"BPOST","BPOST SA","Equity","0.18","23.96","9,515.00","228,007.52","228,007.52","Industrials","BBH7K66","BE0974268972","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.88"
"FLS","FLSMIDTH & CO. A/S","Equity","0.18","62.73","3,632.00","227,833.84","227,833.84","Industrials","5263574","DK0010234467","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.52"
"NXI","NEXITY S.A.","Equity","0.18","54.44","4,181.00","227,607.17","227,607.17","Real Estate","B037JC2","FR0010112524","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"AZM","AZIMUT HOLDING S.P.A.","Equity","0.18","20.55","10,916.00","224,353.39","224,353.39","Financials","B019M65","IT0003261697","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"BBY","BALFOUR BEATTY PLC","Equity","0.18","3.44","65,249.00","224,145.78","224,145.78","Industrials","0096162","GB0000961622","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"ELIS","ELIS SA","Equity","0.18","22.69","9,874.00","224,053.33","224,053.33","Industrials","BVSS790","FR0012435121","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"VIS","VISCOFAN S.A.","Equity","0.18","58.44","3,831.00","223,890.47","223,890.47","Consumer Staples","5638280","ES0184262212","Bolsa De Madrid","Spain","USD","EUR","0.88"
"ATE","ALTEN SA","Equity","0.18","81.74","2,723.00","222,586.78","222,586.78","Information Technology","5608915","FR0000071946","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"SIM","SIMCORP","Equity","0.17","59.09","3,725.00","220,127.53","220,127.53","Information Technology","BBCR9N1","DK0060495240","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.52"
"LNZ","LENZING AG","Equity","0.17","174.16","1,262.00","219,792.43","219,792.43","Materials","4512330","AT0000644505","Wiener Boerse Ag","Austria","USD","EUR","0.88"
"ARL","AAREAL BANK AG","Equity","0.17","40.85","5,376.00","219,603.14","219,603.14","Financials","7380062","DE0005408116","Xetra","Germany","USD","EUR","0.88"
"NCC B","NCC B","Equity","0.17","27.28","8,043.00","219,406.90","219,406.90","Industrials","4645742","SE0000117970","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"KIND SDB","KINDRED GROUP SDR PLC","Equity","0.17","10.59","20,691.00","219,039.84","219,039.84","Consumer Discretionary","BYSY2K5","SE0007871645","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"RBREW","ROYAL UNIBREW","Equity","0.17","47.45","4,610.00","218,761.21","218,761.21","Consumer Staples","BX8ZX20","DK0060634707","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.52"
"AMFW","AMEC FOSTER WHEELER PLC","Equity","0.17","5.92","36,856.00","218,332.69","218,332.69","Energy","0028262","GB0000282623","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"BRE","FRENI BREMBO","Equity","0.17","15.21","14,214.00","216,265.11","216,265.11","Consumer Discretionary","BF37983","IT0005252728","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"ABC","ABCAM PLC","Equity","0.17","12.37","17,327.00","214,262.52","214,262.52","Health Care","B677469","GB00B6774699","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"SOP","SOPRA STERIA GROUP","Equity","0.17","158.42","1,349.00","213,711.81","213,711.81","Information Technology","5633616","FR0000050809","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"ACX","ACERINOX SA","Equity","0.17","13.40","15,896.00","213,029.65","213,029.65","Materials","B01ZVZ5","ES0132105018","Bolsa De Madrid","Spain","USD","EUR","0.88"
"SOF","SOFINA S.A.","Equity","0.17","143.31","1,480.00","212,098.96","212,098.96","Financials","4820301","BE0003717312","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.88"
"BCVN","BANQUE CANTONALE VAUDOISE","Equity","0.17","732.64","288.00","211,001.61","211,001.61","Financials","7520794","CH0015251710","Swiss Exchange","Switzerland","USD","CHF","0.96"
"HER","HERA S.P.A.","Equity","0.17","2.98","70,765.00","210,817.19","210,817.19","Utilities","7598003","IT0001250932","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"PEAB.B","PEAB AB","Equity","0.17","12.14","17,328.00","210,405.50","210,405.50","Industrials","4407760","SE0000106205","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"SOW","SOFTWARE AG","Equity","0.17","43.35","4,852.00","210,345.39","210,345.39","Information Technology","4755135","DE0003304002","Xetra","Germany","USD","EUR","0.88"
"GAM","GAM HOLDING AG","Equity","0.17","13.81","15,215.00","210,145.39","210,145.39","Financials","B1WHVV3","CH0102659627","Swiss Exchange","Switzerland","USD","CHF","0.96"
"POM","COMPAGNIE PLASTIC OMNIUM","Equity","0.17","36.21","5,802.00","210,071.62","210,071.62","Consumer Discretionary","B08V9H4","FR0000124570","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"NMC","NMC HEALTH PLC","Equity","0.17","27.19","7,722.00","209,975.47","209,975.47","Health Care","B7FC076","GB00B7FC0762","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"CERV","CERVED INFORMATION SOLUTIONS","Equity","0.17","11.31","18,534.00","209,698.42","209,698.42","Financials","BNGN809","IT0005010423","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"VACN","VAT GROUP AG","Equity","0.17","122.96","1,703.00","209,393.22","209,393.22","Industrials","BYZWMR9","CH0311864901","Swiss Exchange","Switzerland","USD","CHF","0.96"
"BMED","BANCA MEDIOLANUM","Equity","0.16","8.34","24,838.00","207,226.50","207,226.50","Financials","BYWP840","IT0004776628","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"ALT","ALTRAN TECHNOLOGIES SA","Equity","0.16","16.37","12,554.00","205,469.97","205,469.97","Information Technology","4907732","FR0000034639","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"TWEKA","TWENTSCHE KABEL CVA NV","Equity","0.16","56.38","3,638.00","205,121.68","205,121.68","Industrials","B1WFDQ6","NL0000852523","Nyse Euronext - Euronext Amsterdam","Netherlands","USD","EUR","0.88"
"NEX","NATIONAL EXPRESS GROUP PLC","Equity","0.16","4.72","43,457.00","205,105.23","205,105.23","Industrials","0621520","GB0006215205","London Stock Exchange","United Kingdom","USD","GBP","0.77"
